"SALESORDERID","DELIVERYDATE","CREATIONDATE","LEADTIME","FULLNAME","PARTNERID","PRODUCTID","NETAMOUNT","TAXAMOUNT"
"0500000135","2018-10-14","2018-08-17",58,"William Mussen","0100000020","EB-1137",6912.5,987.5
"0500000135","2018-10-14","2018-08-17",58,"William Mussen","0100000020","RC-1051",2186.625,312.375
"0500000135","2018-10-14","2018-08-17",58,"William Mussen","0100000020","RC-1055",1749.125,249.875
"0500000135","2018-10-14","2018-08-17",58,"William Mussen","0100000020","RC-1053",4024.125,574.875
"0500000135","2018-10-14","2018-08-17",58,"William Mussen","0100000020","HB-1173",567.875,81.125
"0500000135","2018-10-14","2018-08-17",58,"William Mussen","0100000020","DB-1083",1049.125,149.875
"0500000135","2018-10-14","2018-08-17",58,"William Mussen","0100000020","MB-1032",1136.625,162.375
"0500000135","2018-10-14","2018-08-17",58,"William Mussen","0100000020","RO-1001",459.375,65.625
"0500000135","2018-10-14","2018-08-17",58,"William Mussen","0100000020","MB-1033",3499.125,499.875
"0500000136","2018-10-04","2018-08-20",45,"Ellis Robertson","0100000009","BX-1013",392.875,56.125
"0500000136","2018-10-04","2018-08-20",45,"Ellis Robertson","0100000009","EB-1134",4200.0,600.0
"0500000136","2018-10-04","2018-08-20",45,"Ellis Robertson","0100000009","EB-1134",4200.0,600.0
"0500000136","2018-10-04","2018-08-20",45,"Ellis Robertson","0100000009","HB-1175",786.625,112.375
"0500000136","2018-10-04","2018-08-20",45,"Ellis Robertson","0100000009","BX-1012",349.125,49.875
"0500000136","2018-10-04","2018-08-20",45,"Ellis Robertson","0100000009","BX-1011",217.875,31.125
"0500000136","2018-10-04","2018-08-20",45,"Ellis Robertson","0100000009","HB-1175",786.625,112.375
"0500000137","2018-10-16","2018-08-20",57,"Philipp Egger","0100000007","BX-1015",261.625,37.375
"0500000137","2018-10-16","2018-08-20",57,"Philipp Egger","0100000007","HB-1172",699.125,99.875
"0500000137","2018-10-16","2018-08-20",57,"Philipp Egger","0100000007","CB-1162",350.0,50.0
"0500000137","2018-10-16","2018-08-20",57,"Philipp Egger","0100000007","HB-1174",331.625,47.375
"0500000137","2018-10-16","2018-08-20",57,"Philipp Egger","0100000007","MB-1034",2186.625,312.375
"0500000137","2018-10-16","2018-08-20",57,"Philipp Egger","0100000007","RO-1001",459.375,65.625
"0500000137","2018-10-16","2018-08-20",57,"Philipp Egger","0100000007","CC-1023",1190.875,170.125
"0500000137","2018-10-16","2018-08-20",57,"Philipp Egger","0100000007","RC-1054",4811.625,687.375
"0500000138","2018-10-06","2018-08-20",47,"Willard Chatman","0100000033","BX-1015",261.625,37.375
"0500000138","2018-10-06","2018-08-20",47,"Willard Chatman","0100000033","HB-1173",567.875,81.125
"0500000138","2018-10-06","2018-08-20",47,"Willard Chatman","0100000033","RC-1056",2186.625,312.375
"0500000138","2018-10-06","2018-08-20",47,"Willard Chatman","0100000033","DB-1083",1049.125,149.875
"0500000138","2018-10-06","2018-08-20",47,"Willard Chatman","0100000033","EB-1135",2625.0,375.0
"0500000138","2018-10-06","2018-08-20",47,"Willard Chatman","0100000033","CB-1163",252.0,36.0
"0500000138","2018-10-06","2018-08-20",47,"Willard Chatman","0100000033","CB-1162",350.0,50.0
"0500000138","2018-10-06","2018-08-20",47,"Willard Chatman","0100000033","CC-1021",1001.0,143.0
"0500000138","2018-10-06","2018-08-20",47,"Willard Chatman","0100000033","BX-1013",392.875,56.125
"0500000139","2018-10-13","2018-08-23",51,"Haseena al Yousuf","0100000014","RC-1053",4024.125,574.875
"0500000139","2018-10-13","2018-08-23",51,"Haseena al Yousuf","0100000014","BX-1016",279.125,39.875
"0500000139","2018-10-13","2018-08-23",51,"Haseena al Yousuf","0100000014","HB-1171",611.625,87.375
"0500000139","2018-10-13","2018-08-23",51,"Haseena al Yousuf","0100000014","HB-1171",611.625,87.375
"0500000139","2018-10-13","2018-08-23",51,"Haseena al Yousuf","0100000014","HB-1174",331.625,47.375
"0500000140","2018-10-23","2018-08-23",61,"Javas Hegde","0100000015","RC-1055",1749.125,249.875
"0500000140","2018-10-23","2018-08-23",61,"Javas Hegde","0100000015","EB-1136",4375.0,625.0
"0500000140","2018-10-23","2018-08-23",61,"Javas Hegde","0100000015","BX-1013",392.875,56.125
"0500000140","2018-10-23","2018-08-23",61,"Javas Hegde","0100000015","RC-1057",4374.125,624.875
"0500000140","2018-10-23","2018-08-23",61,"Javas Hegde","0100000015","HB-1176",1049.125,149.875
"0500000140","2018-10-23","2018-08-23",61,"Javas Hegde","0100000015","HB-1176",1049.125,149.875
"0500000140","2018-10-23","2018-08-23",61,"Javas Hegde","0100000015","HB-1171",611.625,87.375
"0500000140","2018-10-23","2018-08-23",61,"Javas Hegde","0100000015","EB-1133",1968.75,281.25
"0500000141","2018-10-17","2018-08-25",53,"Javas Hegde","0100000023","HB-1175",786.625,112.375
"0500000141","2018-10-17","2018-08-25",53,"Javas Hegde","0100000023","HB-1175",786.625,112.375
"0500000141","2018-10-17","2018-08-25",53,"Javas Hegde","0100000023","HB-1174",331.625,47.375
"0500000141","2018-10-17","2018-08-25",53,"Javas Hegde","0100000023","BX-1014",699.125,99.875
"0500000141","2018-10-17","2018-08-25",53,"Javas Hegde","0100000023","RO-1002",602.875,86.125
"0500000141","2018-10-17","2018-08-25",53,"Javas Hegde","0100000023","CB-1161",349.125,49.875
"0500000141","2018-10-17","2018-08-25",53,"Javas Hegde","0100000023","DB-1082",1093.75,156.25
"0500000141","2018-10-17","2018-08-25",53,"Javas Hegde","0100000023","BX-1014",699.125,99.875
"0500000141","2018-10-17","2018-08-25",53,"Javas Hegde","0100000023","HB-1175",786.625,112.375
"0500000141","2018-10-17","2018-08-25",53,"Javas Hegde","0100000023","MB-1031",567.875,81.125
"0500000142","2018-10-15","2018-08-28",48,"Nelson Wilkens","0100000004","MB-1034",2186.625,312.375
"0500000142","2018-10-15","2018-08-28",48,"Nelson Wilkens","0100000004","EB-1132",1662.5,237.5
"0500000142","2018-10-15","2018-08-28",48,"Nelson Wilkens","0100000004","BX-1013",392.875,56.125
"0500000143","2018-11-03","2018-08-29",66,"Javas Hegde","0100000020","RO-1001",459.375,65.625
"0500000143","2018-11-03","2018-08-29",66,"Javas Hegde","0100000020","RC-1054",4811.625,687.375
"0500000143","2018-11-03","2018-08-29",66,"Javas Hegde","0100000020","HB-1174",331.625,47.375
"0500000143","2018-11-03","2018-08-29",66,"Javas Hegde","0100000020","HB-1171",611.625,87.375
"0500000144","2018-10-26","2018-09-01",55,"William Mussen","0100000023","CB-1161",349.125,49.875
"0500000144","2018-10-26","2018-09-01",55,"William Mussen","0100000023","RC-1051",2186.625,312.375
"0500000144","2018-10-26","2018-09-01",55,"William Mussen","0100000023","DB-1081",1311.625,187.375
"0500000144","2018-10-26","2018-09-01",55,"William Mussen","0100000023","EB-1135",2625.0,375.0
"0500000144","2018-10-26","2018-09-01",55,"William Mussen","0100000023","RC-1053",4024.125,574.875
"0500000144","2018-10-26","2018-09-01",55,"William Mussen","0100000023","MB-1032",1136.625,162.375
"0500000145","2018-10-13","2018-09-01",42,"Pénélope Duperré","0100000007","HB-1174",331.625,47.375
"0500000145","2018-10-13","2018-09-01",42,"Pénélope Duperré","0100000007","HB-1174",331.625,47.375
"0500000145","2018-10-13","2018-09-01",42,"Pénélope Duperré","0100000007","MB-1033",3499.125,499.875
"0500000146","2018-10-23","2018-09-03",50,"Javas Hegde","0100000020","MB-1033",3499.125,499.875
"0500000146","2018-10-23","2018-09-03",50,"Javas Hegde","0100000020","RC-1051",2186.625,312.375
"0500000146","2018-10-23","2018-09-03",50,"Javas Hegde","0100000020","CB-1163",252.0,36.0
"0500000146","2018-10-23","2018-09-03",50,"Javas Hegde","0100000020","RC-1055",1749.125,249.875
"0500000146","2018-10-23","2018-09-03",50,"Javas Hegde","0100000020","EB-1134",4200.0,600.0
"0500000146","2018-10-23","2018-09-03",50,"Javas Hegde","0100000020","BX-1015",261.625,37.375
"0500000146","2018-10-23","2018-09-03",50,"Javas Hegde","0100000020","CC-1021",1001.0,143.0
"0500000146","2018-10-23","2018-09-03",50,"Javas Hegde","0100000020","BX-1014",699.125,99.875
"0500000147","2018-10-10","2018-09-03",37,"Philipp Egger","0100000036","EB-1137",6912.5,987.5
"0500000147","2018-10-10","2018-09-03",37,"Philipp Egger","0100000036","MB-1032",1136.625,162.375
"0500000147","2018-10-10","2018-09-03",37,"Philipp Egger","0100000036","RC-1055",1749.125,249.875
"0500000147","2018-10-10","2018-09-03",37,"Philipp Egger","0100000036","CB-1162",350.0,50.0
"0500000147","2018-10-10","2018-09-03",37,"Philipp Egger","0100000036","EB-1131",1312.5,187.5
"0500000147","2018-10-10","2018-09-03",37,"Philipp Egger","0100000036","RC-1053",4024.125,574.875
"0500000147","2018-10-10","2018-09-03",37,"Philipp Egger","0100000036","DB-1082",1093.75,156.25
"0500000148","2018-10-13","2018-09-03",40,"Kenneth Weise","0100000004","BX-1015",261.625,37.375
"0500000148","2018-10-13","2018-09-03",40,"Kenneth Weise","0100000004","RC-1051",2186.625,312.375
"0500000148","2018-10-13","2018-09-03",40,"Kenneth Weise","0100000004","MB-1034",2186.625,312.375
"0500000148","2018-10-13","2018-09-03",40,"Kenneth Weise","0100000004","BX-1015",261.625,37.375
"0500000148","2018-10-13","2018-09-03",40,"Kenneth Weise","0100000004","EB-1135",2625.0,375.0
"0500000148","2018-10-13","2018-09-03",40,"Kenneth Weise","0100000004","EB-1137",6912.5,987.5
"0500000148","2018-10-13","2018-09-03",40,"Kenneth Weise","0100000004","MB-1031",567.875,81.125
"0500000148","2018-10-13","2018-09-03",40,"Kenneth Weise","0100000004","DB-1083",1049.125,149.875
"0500000148","2018-10-13","2018-09-03",40,"Kenneth Weise","0100000004","BX-1013",392.875,56.125
"0500000149","2018-10-20","2018-09-06",44,"William Mussen","0100000018","EB-1131",1312.5,187.5
"0500000149","2018-10-20","2018-09-06",44,"William Mussen","0100000018","EB-1132",1662.5,237.5
"0500000149","2018-10-20","2018-09-06",44,"William Mussen","0100000018","CB-1161",349.125,49.875
"0500000149","2018-10-20","2018-09-06",44,"William Mussen","0100000018","MB-1033",3499.125,499.875
"0500000149","2018-10-20","2018-09-06",44,"William Mussen","0100000018","CC-1022",1050.0,150.0
"0500000149","2018-10-20","2018-09-06",44,"William Mussen","0100000018","EB-1136",4375.0,625.0
"0500000150","2018-11-13","2018-09-06",68,"Javas Hegde","0100000023","HB-1175",786.625,112.375
"0500000150","2018-11-13","2018-09-06",68,"Javas Hegde","0100000023","RO-1001",459.375,65.625
"0500000150","2018-11-13","2018-09-06",68,"Javas Hegde","0100000023","RC-1055",1749.125,249.875
"0500000150","2018-11-13","2018-09-06",68,"Javas Hegde","0100000023","BX-1015",261.625,37.375
"0500000150","2018-11-13","2018-09-06",68,"Javas Hegde","0100000023","BX-1015",261.625,37.375
"0500000150","2018-11-13","2018-09-06",68,"Javas Hegde","0100000023","CB-1163",252.0,36.0
"0500000150","2018-11-13","2018-09-06",68,"Javas Hegde","0100000023","RO-1001",459.375,65.625
"0500000150","2018-11-13","2018-09-06",68,"Javas Hegde","0100000023","DB-1082",1093.75,156.25
"0500000150","2018-11-13","2018-09-06",68,"Javas Hegde","0100000023","MB-1033",3499.125,499.875
"0500000151","2018-10-31","2018-09-08",53,"Ellis Robertson","0100000039","RO-1003",630.875,90.125
"0500000151","2018-10-31","2018-09-08",53,"Ellis Robertson","0100000039","DB-1083",1049.125,149.875
"0500000152","2018-11-08","2018-09-11",58,"Philipp Egger","0100000014","CC-1023",1190.875,170.125
"0500000152","2018-11-08","2018-09-11",58,"Philipp Egger","0100000014","HB-1175",786.625,112.375
"0500000152","2018-11-08","2018-09-11",58,"Philipp Egger","0100000014","BX-1013",392.875,56.125
"0500000152","2018-11-08","2018-09-11",58,"Philipp Egger","0100000014","MB-1032",1136.625,162.375
"0500000152","2018-11-08","2018-09-11",58,"Philipp Egger","0100000014","RO-1001",459.375,65.625
"0500000152","2018-11-08","2018-09-11",58,"Philipp Egger","0100000014","MB-1031",567.875,81.125
"0500000152","2018-11-08","2018-09-11",58,"Philipp Egger","0100000014","CB-1162",350.0,50.0
"0500000152","2018-11-08","2018-09-11",58,"Philipp Egger","0100000014","EB-1131",1312.5,187.5
"0500000152","2018-11-08","2018-09-11",58,"Philipp Egger","0100000014","CC-1023",1190.875,170.125
"0500000152","2018-11-08","2018-09-11",58,"Philipp Egger","0100000014","RC-1055",1749.125,249.875
"0500000153","2018-11-06","2018-09-12",55,"William Mussen","0100000016","CC-1023",1190.875,170.125
"0500000153","2018-11-06","2018-09-12",55,"William Mussen","0100000016","EB-1132",1662.5,237.5
"0500000153","2018-11-06","2018-09-12",55,"William Mussen","0100000016","MB-1034",2186.625,312.375
"0500000153","2018-11-06","2018-09-12",55,"William Mussen","0100000016","HB-1172",699.125,99.875
"0500000153","2018-11-06","2018-09-12",55,"William Mussen","0100000016","HB-1171",611.625,87.375
"0500000153","2018-11-06","2018-09-12",55,"William Mussen","0100000016","CC-1021",1001.0,143.0
"0500000153","2018-11-06","2018-09-12",55,"William Mussen","0100000016","DB-1081",1311.625,187.375
"0500000153","2018-11-06","2018-09-12",55,"William Mussen","0100000016","EB-1135",2625.0,375.0
"0500000153","2018-11-06","2018-09-12",55,"William Mussen","0100000016","BX-1011",217.875,31.125
"0500000153","2018-11-06","2018-09-12",55,"William Mussen","0100000016","CB-1162",350.0,50.0
"0500000154","2018-10-28","2018-09-12",46,"Philipp Egger","0100000037","BX-1011",217.875,31.125
"0500000154","2018-10-28","2018-09-12",46,"Philipp Egger","0100000037","RC-1057",4374.125,624.875
"0500000154","2018-10-28","2018-09-12",46,"Philipp Egger","0100000037","BX-1013",392.875,56.125
"0500000154","2018-10-28","2018-09-12",46,"Philipp Egger","0100000037","DB-1081",1311.625,187.375
"0500000154","2018-10-28","2018-09-12",46,"Philipp Egger","0100000037","EB-1137",6912.5,987.5
"0500000154","2018-10-28","2018-09-12",46,"Philipp Egger","0100000037","BX-1014",699.125,99.875
"0500000154","2018-10-28","2018-09-12",46,"Philipp Egger","0100000037","MB-1034",2186.625,312.375
"0500000154","2018-10-28","2018-09-12",46,"Philipp Egger","0100000037","RO-1003",630.875,90.125
"0500000154","2018-10-28","2018-09-12",46,"Philipp Egger","0100000037","CC-1023",1190.875,170.125
"0500000154","2018-10-28","2018-09-12",46,"Philipp Egger","0100000037","RC-1055",1749.125,249.875
"0500000155","2018-11-14","2018-09-15",60,"Pénélope Duperré","0100000035","BX-1016",279.125,39.875
"0500000155","2018-11-14","2018-09-15",60,"Pénélope Duperré","0100000035","BX-1014",699.125,99.875
"0500000155","2018-11-14","2018-09-15",60,"Pénélope Duperré","0100000035","EB-1134",4200.0,600.0
"0500000155","2018-11-14","2018-09-15",60,"Pénélope Duperré","0100000035","RC-1052",3499.125,499.875
"0500000156","2018-11-14","2018-09-15",60,"Philipp Egger","0100000039","RC-1056",2186.625,312.375
"0500000156","2018-11-14","2018-09-15",60,"Philipp Egger","0100000039","CB-1161",349.125,49.875
"0500000156","2018-11-14","2018-09-15",60,"Philipp Egger","0100000039","EB-1134",4200.0,600.0
"0500000156","2018-11-14","2018-09-15",60,"Philipp Egger","0100000039","EB-1135",2625.0,375.0
"0500000156","2018-11-14","2018-09-15",60,"Philipp Egger","0100000039","CC-1023",1190.875,170.125
"0500000156","2018-11-14","2018-09-15",60,"Philipp Egger","0100000039","EB-1136",4375.0,625.0
"0500000156","2018-11-14","2018-09-15",60,"Philipp Egger","0100000039","CC-1021",1001.0,143.0
"0500000157","2018-11-10","2018-09-17",54,"Kirk Lee","0100000003","EB-1132",1662.5,237.5
"0500000157","2018-11-10","2018-09-17",54,"Kirk Lee","0100000003","HB-1171",611.625,87.375
"0500000157","2018-11-10","2018-09-17",54,"Kirk Lee","0100000003","DB-1082",1093.75,156.25
"0500000157","2018-11-10","2018-09-17",54,"Kirk Lee","0100000003","BX-1011",217.875,31.125
"0500000157","2018-11-10","2018-09-17",54,"Kirk Lee","0100000003","RC-1052",3499.125,499.875
"0500000157","2018-11-10","2018-09-17",54,"Kirk Lee","0100000003","MB-1033",3499.125,499.875
"0500000157","2018-11-10","2018-09-17",54,"Kirk Lee","0100000003","HB-1173",567.875,81.125
"0500000157","2018-11-10","2018-09-17",54,"Kirk Lee","0100000003","EB-1132",1662.5,237.5
"0500000157","2018-11-10","2018-09-17",54,"Kirk Lee","0100000003","RO-1001",459.375,65.625
"0500000157","2018-11-10","2018-09-17",54,"Kirk Lee","0100000003","BX-1013",392.875,56.125
"0500000158","2018-11-07","2018-09-19",49,"Philipp Egger","0100000011","MB-1033",3499.125,499.875
"0500000158","2018-11-07","2018-09-19",49,"Philipp Egger","0100000011","RC-1055",1749.125,249.875
"0500000158","2018-11-07","2018-09-19",49,"Philipp Egger","0100000011","CC-1023",1190.875,170.125
"0500000158","2018-11-07","2018-09-19",49,"Philipp Egger","0100000011","RC-1057",4374.125,624.875
"0500000159","2018-11-03","2018-09-22",42,"Pénélope Duperré","0100000011","BX-1011",217.875,31.125
"0500000159","2018-11-03","2018-09-22",42,"Pénélope Duperré","0100000011","CC-1023",1190.875,170.125
"0500000159","2018-11-03","2018-09-22",42,"Pénélope Duperré","0100000011","EB-1137",6912.5,987.5
"0500000160","2018-11-26","2018-09-25",62,"Haseena al Yousuf","0100000028","CB-1161",349.125,49.875
"0500000160","2018-11-26","2018-09-25",62,"Haseena al Yousuf","0100000028","DB-1083",1049.125,149.875
"0500000160","2018-11-26","2018-09-25",62,"Haseena al Yousuf","0100000028","EB-1134",4200.0,600.0
"0500000160","2018-11-26","2018-09-25",62,"Haseena al Yousuf","0100000028","RO-1001",459.375,65.625
"0500000161","2018-11-11","2018-09-26",46,"Philipp Egger","0100000039","HB-1176",1049.125,149.875
"0500000161","2018-11-11","2018-09-26",46,"Philipp Egger","0100000039","MB-1031",567.875,81.125
"0500000162","2018-11-16","2018-09-29",48,"Kirk Lee","0100000002","RC-1054",4811.625,687.375
"0500000162","2018-11-16","2018-09-29",48,"Kirk Lee","0100000002","RC-1056",2186.625,312.375
"0500000162","2018-11-16","2018-09-29",48,"Kirk Lee","0100000002","BX-1013",392.875,56.125
"0500000163","2018-11-26","2018-09-29",58,"Ellis Robertson","0100000025","MB-1034",2186.625,312.375
"0500000163","2018-11-26","2018-09-29",58,"Ellis Robertson","0100000025","EB-1133",1968.75,281.25
"0500000163","2018-11-26","2018-09-29",58,"Ellis Robertson","0100000025","BX-1016",279.125,39.875
"0500000163","2018-11-26","2018-09-29",58,"Ellis Robertson","0100000025","HB-1173",567.875,81.125
"0500000163","2018-11-26","2018-09-29",58,"Ellis Robertson","0100000025","EB-1135",2625.0,375.0
"0500000163","2018-11-26","2018-09-29",58,"Ellis Robertson","0100000025","HB-1173",567.875,81.125
"0500000163","2018-11-26","2018-09-29",58,"Ellis Robertson","0100000025","DB-1083",1049.125,149.875
"0500000165","2018-12-03","2018-09-29",65,"Philipp Egger","0100000005","MB-1031",567.875,81.125
"0500000165","2018-12-03","2018-09-29",65,"Philipp Egger","0100000005","EB-1134",4200.0,600.0
"0500000165","2018-12-03","2018-09-29",65,"Philipp Egger","0100000005","RC-1055",1749.125,249.875
"0500000165","2018-12-03","2018-09-29",65,"Philipp Egger","0100000005","BX-1015",261.625,37.375
